beer_name	beer_style	username	taste_rating
St. Bernardus Abt 12	Quadrupel	frizzzzle	9
St. Bernardus Abt 12	Quadrupel	JohnnyJ	9
St. Bernardus Abt 12	Quadrupel	OleR	9
St. Bernardus Abt 12	Quadrupel	AR	8
St. Bernardus Abt 12	Quadrupel	TampaBeer	9
St. Bernardus Abt 12	Quadrupel	raymondwave	9
St. Bernardus Abt 12	Quadrupel	mjg74	8
St. Bernardus Abt 12	Quadrupel	SudsMcDuff	7
St. Bernardus Abt 12	Quadrupel	kmweaver	9
St. Bernardus Abt 12	Quadrupel	iamsancho16	7
St. Bernardus Abt 12	Quadrupel	altonbrownd	8
St. Bernardus Abt 12	Quadrupel	StompBrockmore	8
St. Bernardus Abt 12	Quadrupel	Beerly There	8
St. Bernardus Abt 12	Quadrupel	TheCheeseMan	8
St. Bernardus Abt 12	Quadrupel	thebeertourist	10
St. Bernardus Abt 12	Quadrupel	ogivlado	9
St. Bernardus Abt 12	Quadrupel	beerbill	9
St. Bernardus Abt 12	Quadrupel	henryalvz	8
St. Bernardus Abt 12	Quadrupel	asmithbeer	10
St. Bernardus Abt 12	Quadrupel	tomthompson89	10
St. Bernardus Abt 12	Quadrupel	elektronikfagtekniker	9
St. Bernardus Abt 12	Quadrupel	LennyH	8
St. Bernardus Abt 12	Quadrupel	Moosewood	8
St. Bernardus Abt 12	Quadrupel	strings	6
St. Bernardus Abt 12	Quadrupel	Fin	7
St. Bernardus Abt 12	Quadrupel	jcr	6
St. Bernardus Abt 12	Quadrupel	TechMyst	8
St. Bernardus Abt 12	Quadrupel	jimvy	8
St. Bernardus Abt 12	Quadrupel	Kpfeifle	8
St. Bernardus Abt 12	Quadrupel	Grovlam	7
St. Bernardus Abt 12	Quadrupel	nhorween	8
St. Bernardus Abt 12	Quadrupel	Reid	8
St. Bernardus Abt 12	Quadrupel	WeeHeavySD	7
St. Bernardus Abt 12	Quadrupel	barleyPops	10
St. Bernardus Abt 12	Quadrupel	BigBen2120	8
St. Bernardus Abt 12	Quadrupel	kopher	9
St. Bernardus Abt 12	Quadrupel	beermouth	7
St. Bernardus Abt 12	Quadrupel	POD	8
St. Bernardus Abt 12	Quadrupel	Reynolds314	7
St. Bernardus Abt 12	Quadrupel	cbfobes	7
St. Bernardus Abt 12	Quadrupel	coyforce	7
St. Bernardus Abt 12	Quadrupel	Mephisto87	8
St. Bernardus Abt 12	Quadrupel	daalamar	8
St. Bernardus Abt 12	Quadrupel	grandridge	9
St. Bernardus Abt 12	Quadrupel	cab	8
St. Bernardus Abt 12	Quadrupel	AskForJenny	9
St. Bernardus Abt 12	Quadrupel	Rooney31	10
St. Bernardus Abt 12	Quadrupel	NachlamSie	8
St. Bernardus Abt 12	Quadrupel	waolsen	9
St. Bernardus Abt 12	Quadrupel	adamnfineman	8
St. Bernardus Abt 12	Quadrupel	pnista	7
St. Bernardus Abt 12	Quadrupel	GeneralGao	8
St. Bernardus Abt 12	Quadrupel	patrick767	9
St. Bernardus Abt 12	Quadrupel	SSstout	9
St. Bernardus Abt 12	Quadrupel	Dolemite31	8
St. Bernardus Abt 12	Quadrupel	screwball	8
St. Bernardus Abt 12	Quadrupel	estarrio	6
St. Bernardus Abt 12	Quadrupel	pythonmets	9
St. Bernardus Abt 12	Quadrupel	sliffy	8
St. Bernardus Abt 12	Quadrupel	TonyBanannas	9
St. Bernardus Abt 12	Quadrupel	shp555	10
St. Bernardus Abt 12	Quadrupel	Damian	8
St. Bernardus Abt 12	Quadrupel	thebaldwizard	10
St. Bernardus Abt 12	Quadrupel	Nugget	9
St. Bernardus Abt 12	Quadrupel	Ibrew2or3	9
St. Bernardus Abt 12	Quadrupel	bdjames29	9
St. Bernardus Abt 12	Quadrupel	PilsnerPeter	8
St. Bernardus Abt 12	Quadrupel	illinismitty	8
St. Bernardus Abt 12	Quadrupel	Theis	9
St. Bernardus Abt 12	Quadrupel	Marsiblursi	9
St. Bernardus Abt 12	Quadrupel	EithCubes	7
St. Bernardus Abt 12	Quadrupel	Chucks66	10
St. Bernardus Abt 12	Quadrupel	oh6gdx	10
St. Bernardus Abt 12	Quadrupel	Louipa	8
St. Bernardus Abt 12	Quadrupel	beerBB	8
St. Bernardus Abt 12	Quadrupel	Skinnyviking	9
St. Bernardus Abt 12	Quadrupel	bgoguen	9
St. Bernardus Abt 12	Quadrupel	rybowen	8
St. Bernardus Abt 12	Quadrupel	rudolf	10
St. Bernardus Abt 12	Quadrupel	geekrobot	9
St. Bernardus Abt 12	Quadrupel	MrEcted1	7
St. Bernardus Abt 12	Quadrupel	ElBorracho	9
St. Bernardus Abt 12	Quadrupel	Nekronos	9
St. Bernardus Abt 12	Quadrupel	adnielsen	9
St. Bernardus Abt 12	Quadrupel	Martinus	8
St. Bernardus Abt 12	Quadrupel	jw0406	8
St. Bernardus Abt 12	Quadrupel	MagooinPA	7
St. Bernardus Abt 12	Quadrupel	restless7	9
St. Bernardus Abt 12	Quadrupel	GG	10
St. Bernardus Abt 12	Quadrupel	hobgoblin	8
St. Bernardus Abt 12	Quadrupel	bobaidan	7
St. Bernardus Abt 12	Quadrupel	tennisjoel	8
St. Bernardus Abt 12	Quadrupel	alaskanwarren	8
St. Bernardus Abt 12	Quadrupel	Dedollewaitor	9
St. Bernardus Abt 12	Quadrupel	iowaherkeye	8
St. Bernardus Abt 12	Quadrupel	GreatLibations	9
St. Bernardus Abt 12	Quadrupel	TrappistMike	9
St. Bernardus Abt 12	Quadrupel	Quevillon	7
St. Bernardus Abt 12	Quadrupel	ironryan22	9
St. Bernardus Abt 12	Quadrupel	DontFearTheHops	8
St. Bernardus Abt 12	Quadrupel	Beerdedone	8
St. Bernardus Abt 12	Quadrupel	sneagrams3	8
St. Bernardus Abt 12	Quadrupel	y0cola	8
St. Bernardus Abt 12	Quadrupel	jpm30	8
St. Bernardus Abt 12	Quadrupel	vyvvy	9
St. Bernardus Abt 12	Quadrupel	Quixote18	9
St. Bernardus Abt 12	Quadrupel	SHIG	9
St. Bernardus Abt 12	Quadrupel	KingpinIPA	8
St. Bernardus Abt 12	Quadrupel	RAYBOY01	8
St. Bernardus Abt 12	Quadrupel	mtdshn	8
St. Bernardus Abt 12	Quadrupel	MrBunn	8
St. Bernardus Abt 12	Quadrupel	sersdf	10
St. Bernardus Abt 12	Quadrupel	TheEpeeist	9
St. Bernardus Abt 12	Quadrupel	saxo	9
St. Bernardus Abt 12	Quadrupel	henrikb	8
St. Bernardus Abt 12	Quadrupel	entertheiceman	8
St. Bernardus Abt 12	Quadrupel	Ron	9
St. Bernardus Abt 12	Quadrupel	Lowe1983	9
St. Bernardus Abt 12	Quadrupel	jb	7
St. Bernardus Abt 12	Quadrupel	Stew41	8
St. Bernardus Abt 12	Quadrupel	decaturstevo	9
St. Bernardus Abt 12	Quadrupel	RooftopRogue	7
St. Bernardus Abt 12	Quadrupel	hippie4beer	7
St. Bernardus Abt 12	Quadrupel	LadySusan	7
St. Bernardus Abt 12	Quadrupel	PEGU	7
St. Bernardus Abt 12	Quadrupel	Bockyhorsey	8
St. Bernardus Abt 12	Quadrupel	ChunkyD	7
St. Bernardus Abt 12	Quadrupel	Camons	9
St. Bernardus Abt 12	Quadrupel	swooper	9
St. Bernardus Abt 12	Quadrupel	chooch74	8
St. Bernardus Abt 12	Quadrupel	Brewer73	8
St. Bernardus Abt 12	Quadrupel	imzugzug	10
St. Bernardus Abt 12	Quadrupel	tronraner	8
St. Bernardus Abt 12	Quadrupel	pjyielder	9
St. Bernardus Abt 12	Quadrupel	ChristianSA	8
St. Bernardus Abt 12	Quadrupel	RateandPillage	7
St. Bernardus Abt 12	Quadrupel	TURDFERGUSON	9
St. Bernardus Abt 12	Quadrupel	Cornboy	8
St. Bernardus Abt 12	Quadrupel	hatchy	7
St. Bernardus Abt 12	Quadrupel	Bailz316	8
St. Bernardus Abt 12	Quadrupel	fbennett	10
St. Bernardus Abt 12	Quadrupel	Mungo	5
St. Bernardus Abt 12	Quadrupel	LesStewart	9
St. Bernardus Abt 12	Quadrupel	Christian	10
St. Bernardus Abt 12	Quadrupel	shrubber85	7
St. Bernardus Abt 12	Quadrupel	Sully	9
St. Bernardus Abt 12	Quadrupel	acertain	8
St. Bernardus Abt 12	Quadrupel	dwyerpg	9
St. Bernardus Abt 12	Quadrupel	DrunkAsASkunk	10
St. Bernardus Abt 12	Quadrupel	beervana	8
St. Bernardus Abt 12	Quadrupel	wineandbrew	8
St. Bernardus Abt 12	Quadrupel	dhlesq	8
St. Bernardus Abt 12	Quadrupel	bfeldmann	7
St. Bernardus Abt 12	Quadrupel	hammenlind	7
St. Bernardus Abt 12	Quadrupel	awaisanen	8
St. Bernardus Abt 12	Quadrupel	MattShizzle	8
St. Bernardus Abt 12	Quadrupel	maniac	7
St. Bernardus Abt 12	Quadrupel	Choos	8
St. Bernardus Abt 12	Quadrupel	kreepindeth	9
St. Bernardus Abt 12	Quadrupel	ebarnes	10
St. Bernardus Abt 12	Quadrupel	blackburn99	9
St. Bernardus Abt 12	Quadrupel	darsan	8
St. Bernardus Abt 12	Quadrupel	daboskabouter	8
St. Bernardus Abt 12	Quadrupel	walleye	8
St. Bernardus Abt 12	Quadrupel	bager	9
St. Bernardus Abt 12	Quadrupel	Saarlander	10
St. Bernardus Abt 12	Quadrupel	Numenor	8
St. Bernardus Abt 12	Quadrupel	Siroy	8
St. Bernardus Abt 12	Quadrupel	JoshuaB	8
St. Bernardus Abt 12	Quadrupel	TheBeerOrg	8
St. Bernardus Abt 12	Quadrupel	Blairgus	8
St. Bernardus Abt 12	Quadrupel	Mario61Aler	9
St. Bernardus Abt 12	Quadrupel	ngeunit1	9
St. Bernardus Abt 12	Quadrupel	bobbypaulson	8
St. Bernardus Abt 12	Quadrupel	lovibond	8
St. Bernardus Abt 12	Quadrupel	Amator	9
St. Bernardus Abt 12	Quadrupel	puzzl	7
St. Bernardus Abt 12	Quadrupel	piscator34	8
St. Bernardus Abt 12	Quadrupel	DCJack	6
St. Bernardus Abt 12	Quadrupel	zathrus13	9
St. Bernardus Abt 12	Quadrupel	eve	7
St. Bernardus Abt 12	Quadrupel	caledonian	7
St. Bernardus Abt 12	Quadrupel	Jukkabro	6
St. Bernardus Abt 12	Quadrupel	DBLashure	8
St. Bernardus Abt 12	Quadrupel	pmarren144	8
St. Bernardus Abt 12	Quadrupel	muenster	8
St. Bernardus Abt 12	Quadrupel	Fantomas23	7
St. Bernardus Abt 12	Quadrupel	ryan	10
St. Bernardus Abt 12	Quadrupel	jigglyjock	7
St. Bernardus Abt 12	Quadrupel	madzub	9
St. Bernardus Abt 12	Quadrupel	BeerRules	9
St. Bernardus Abt 12	Quadrupel	ALLOVATE	8
St. Bernardus Abt 12	Quadrupel	bmanning	9
St. Bernardus Abt 12	Quadrupel	UNCCTF	7
St. Bernardus Abt 12	Quadrupel	tsp	8
St. Bernardus Abt 12	Quadrupel	jonsiii	4
St. Bernardus Abt 12	Quadrupel	ervan	9
St. Bernardus Abt 12	Quadrupel	BitchesBrew	7
St. Bernardus Abt 12	Quadrupel	gearbike	9
St. Bernardus Abt 12	Quadrupel	FrankJohansen	9
St. Bernardus Abt 12	Quadrupel	CSX333	7
St. Bernardus Abt 12	Quadrupel	sammy3D	9
St. Bernardus Abt 12	Quadrupel	sfontain	9
St. Bernardus Abt 12	Quadrupel	beernightscout	9
St. Bernardus Abt 12	Quadrupel	BT	10
St. Bernardus Abt 12	Quadrupel	gatorbeer	8
St. Bernardus Abt 12	Quadrupel	JayBaxter	10
St. Bernardus Abt 12	Quadrupel	Doppelganger	7
St. Bernardus Abt 12	Quadrupel	GarethYoung	8
St. Bernardus Abt 12	Quadrupel	r464	9
St. Bernardus Abt 12	Quadrupel	MrWalker	8
St. Bernardus Abt 12	Quadrupel	Philip	9
St. Bernardus Abt 12	Quadrupel	xenthem0nk	8
St. Bernardus Abt 12	Quadrupel	CampbellWilson	8
St. Bernardus Abt 12	Quadrupel	drabmuh	8
St. Bernardus Abt 12	Quadrupel	oobawa	3
St. Bernardus Abt 12	Quadrupel	birderbeerer	8
St. Bernardus Abt 12	Quadrupel	Brewchacho4	10
St. Bernardus Abt 12	Quadrupel	ales4ever	8
St. Bernardus Abt 12	Quadrupel	blankboy	8
St. Bernardus Abt 12	Quadrupel	pineypower	9
St. Bernardus Abt 12	Quadrupel	sethdude	10
St. Bernardus Abt 12	Quadrupel	Juelze	8
St. Bernardus Abt 12	Quadrupel	AndrewM	9
St. Bernardus Abt 12	Quadrupel	jrob21	9
St. Bernardus Abt 12	Quadrupel	porterdude	9
St. Bernardus Abt 12	Quadrupel	Storm	8
St. Bernardus Abt 12	Quadrupel	TipsyMcStager	9
St. Bernardus Abt 12	Quadrupel	PrimeMinister	10
St. Bernardus Abt 12	Quadrupel	beerguzzler	9
St. Bernardus Abt 12	Quadrupel	ehhdayton	9
St. Bernardus Abt 12	Quadrupel	Jonathan3584	7
St. Bernardus Abt 12	Quadrupel	WesBeerGuy	7
St. Bernardus Abt 12	Quadrupel	Sofajoern	8
St. Bernardus Abt 12	Quadrupel	21iceman40	7
St. Bernardus Abt 12	Quadrupel	monty	7
St. Bernardus Abt 12	Quadrupel	AlabastorJones	10
St. Bernardus Abt 12	Quadrupel	paul9639	9
St. Bernardus Abt 12	Quadrupel	Brad	9
St. Bernardus Abt 12	Quadrupel	Sregnar35	9
St. Bernardus Abt 12	Quadrupel	2philosophers	7
St. Bernardus Abt 12	Quadrupel	beeryum	7
St. Bernardus Abt 12	Quadrupel	nicholai	8
St. Bernardus Abt 12	Quadrupel	ABUSEDGOAT	8
St. Bernardus Abt 12	Quadrupel	Belgo	7
St. Bernardus Abt 12	Quadrupel	lamas	8
St. Bernardus Abt 12	Quadrupel	1FastSTi	8
St. Bernardus Abt 12	Quadrupel	harrisoni	9
St. Bernardus Abt 12	Quadrupel	luiss	9
St. Bernardus Abt 12	Quadrupel	JFURYCAT	7
St. Bernardus Abt 12	Quadrupel	richlikebeer	8
St. Bernardus Abt 12	Quadrupel	llgrgg	8
St. Bernardus Abt 12	Quadrupel	ElGaucho	9
St. Bernardus Abt 12	Quadrupel	CharlesDarwin	9
St. Bernardus Abt 12	Quadrupel	lagermonkey	7
St. Bernardus Abt 12	Quadrupel	Magjayran	9
St. Bernardus Abt 12	Quadrupel	jackamackson	9
St. Bernardus Abt 12	Quadrupel	goldtwins	7
St. Bernardus Abt 12	Quadrupel	jar72404	8
St. Bernardus Abt 12	Quadrupel	lukin	1
St. Bernardus Abt 12	Quadrupel	Rasmus40	5
St. Bernardus Abt 12	Quadrupel	PonyEnglish	7
St. Bernardus Abt 12	Quadrupel	eboats	9
St. Bernardus Abt 12	Quadrupel	mds	8
St. Bernardus Abt 12	Quadrupel	OhioDad	8
St. Bernardus Abt 12	Quadrupel	highlandlad	8
St. Bernardus Abt 12	Quadrupel	nick76	7
St. Bernardus Abt 12	Quadrupel	jon112981	8
St. Bernardus Abt 12	Quadrupel	SkyinBrian	8
St. Bernardus Abt 12	Quadrupel	ElJefe	9
St. Bernardus Abt 12	Quadrupel	SayNoToCoors	4
St. Bernardus Abt 12	Quadrupel	sunevdj	9
St. Bernardus Abt 12	Quadrupel	gsteph	8
St. Bernardus Abt 12	Quadrupel	BrianG	8
St. Bernardus Abt 12	Quadrupel	stubby	7
St. Bernardus Abt 12	Quadrupel	flocco	7
St. Bernardus Abt 12	Quadrupel	joeycapps	8
St. Bernardus Abt 12	Quadrupel	aspidites	8
St. Bernardus Abt 12	Quadrupel	green	8
St. Bernardus Abt 12	Quadrupel	jasonp	9
St. Bernardus Abt 12	Quadrupel	mike mcneil	8
St. Bernardus Abt 12	Quadrupel	MrManning	8
St. Bernardus Abt 12	Quadrupel	pootzboy	9
St. Bernardus Abt 12	Quadrupel	BeerandBlues2	8
St. Bernardus Abt 12	Quadrupel	footbalm	8
St. Bernardus Abt 12	Quadrupel	Dorqui	10
St. Bernardus Abt 12	Quadrupel	beerbabybeer	9
St. Bernardus Abt 12	Quadrupel	SDbruboy	9
St. Bernardus Abt 12	Quadrupel	GilBier	8
St. Bernardus Abt 12	Quadrupel	cathcacr	8
St. Bernardus Abt 12	Quadrupel	mephisto	8
St. Bernardus Abt 12	Quadrupel	HermanW	7
St. Bernardus Abt 12	Quadrupel	Oakes	9
St. Bernardus Abt 12	Quadrupel	boto	10
St. Bernardus Abt 12	Quadrupel	dirkules	8
St. Bernardus Abt 12	Quadrupel	JasonG	9
St. Bernardus Abt 12	Quadrupel	Commodore	9
St. Bernardus Abt 12	Quadrupel	dortmunder	8
St. Bernardus Abt 12	Quadrupel	KAggie97	8
St. Bernardus Abt 12	Quadrupel	rlgk	7
St. Bernardus Abt 12	Quadrupel	tupalev	7
St. Bernardus Abt 12	Quadrupel	run20six2	8
St. Bernardus Abt 12	Quadrupel	Severian	8
St. Bernardus Abt 12	Quadrupel	Maris	9
St. Bernardus Abt 12	Quadrupel	FunkyBrewster	8
St. Bernardus Abt 12	Quadrupel	williamstome	8
St. Bernardus Abt 12	Quadrupel	eleusis	7
St. Bernardus Abt 12	Quadrupel	AAO	9
St. Bernardus Abt 12	Quadrupel	Styles	8
St. Bernardus Abt 12	Quadrupel	crizay	7
St. Bernardus Abt 12	Quadrupel	bluevegie	10
St. Bernardus Abt 12	Quadrupel	axilla	9
St. Bernardus Abt 12	Quadrupel	BeachAccord	10
St. Bernardus Abt 12	Quadrupel	lululegrand	8
St. Bernardus Abt 12	Quadrupel	willblake	9
St. Bernardus Abt 12	Quadrupel	joeec5	10
St. Bernardus Abt 12	Quadrupel	booyaatribe	9
St. Bernardus Abt 12	Quadrupel	Cletus	10
St. Bernardus Abt 12	Quadrupel	shoeshineboy	7
St. Bernardus Abt 12	Quadrupel	meathookjones	9
St. Bernardus Abt 12	Quadrupel	footy	8
St. Bernardus Abt 12	Quadrupel	SpringsLicker	8
St. Bernardus Abt 12	Quadrupel	wnhay	10
St. Bernardus Abt 12	Quadrupel	biermonk	5
St. Bernardus Abt 12	Quadrupel	tex	9
St. Bernardus Abt 12	Quadrupel	jmuhops	8
St. Bernardus Abt 12	Quadrupel	jcc83	8
St. Bernardus Abt 12	Quadrupel	Emil	7
St. Bernardus Abt 12	Quadrupel	ColoradoBobs	9
St. Bernardus Abt 12	Quadrupel	Aubrey	8
St. Bernardus Abt 12	Quadrupel	Eirikur	8
St. Bernardus Abt 12	Quadrupel	marcus	9
St. Bernardus Abt 12	Quadrupel	Trappist	10
St. Bernardus Abt 12	Quadrupel	BuckNaked	9
St. Bernardus Abt 12	Quadrupel	millerclmb	9
St. Bernardus Abt 12	Quadrupel	Terminus	8
St. Bernardus Abt 12	Quadrupel	humulus	10
St. Bernardus Abt 12	Quadrupel	arhythmt	8
St. Bernardus Abt 12	Quadrupel	maeib	8
St. Bernardus Abt 12	Quadrupel	Hab40oz	8
St. Bernardus Abt 12	Quadrupel	legion242	7
St. Bernardus Abt 12	Quadrupel	erway	6
St. Bernardus Abt 12	Quadrupel	harvey	7
St. Bernardus Abt 12	Quadrupel	arjoseph	9
St. Bernardus Abt 12	Quadrupel	AndrewKoransky	10
St. Bernardus Abt 12	Quadrupel	igel	10
St. Bernardus Abt 12	Quadrupel	pushkinwow	9
St. Bernardus Abt 12	Quadrupel	WolfsBlood84	9
St. Bernardus Abt 12	Quadrupel	louiscoucke	9
St. Bernardus Abt 12	Quadrupel	Niko100	9
St. Bernardus Abt 12	Quadrupel	ThomasE	8
St. Bernardus Abt 12	Quadrupel	brewshthereen	7
St. Bernardus Abt 12	Quadrupel	badgerben	7
St. Bernardus Abt 12	Quadrupel	jzzbassman	10
St. Bernardus Abt 12	Quadrupel	JoeMcPhee	9
St. Bernardus Abt 12	Quadrupel	JCapriotti	7
St. Bernardus Abt 12	Quadrupel	bierchik	9
St. Bernardus Abt 12	Quadrupel	Eructoblaster	9
St. Bernardus Abt 12	Quadrupel	Shag	8
St. Bernardus Abt 12	Quadrupel	loomis	8
St. Bernardus Abt 12	Quadrupel	jimmack	9
St. Bernardus Abt 12	Quadrupel	ross	6
St. Bernardus Abt 12	Quadrupel	Lumpy	8
St. Bernardus Abt 12	Quadrupel	Wakie	9
St. Bernardus Abt 12	Quadrupel	tiggmtl	9
St. Bernardus Abt 12	Quadrupel	kumite56	8
St. Bernardus Abt 12	Quadrupel	Radek Kliber	9
St. Bernardus Abt 12	Quadrupel	jerc	8
St. Bernardus Abt 12	Quadrupel	SubstanceT	7
St. Bernardus Abt 12	Quadrupel	osmg95	5
St. Bernardus Abt 12	Quadrupel	nickchalk	9
St. Bernardus Abt 12	Quadrupel	ChazyRPh	8
St. Bernardus Abt 12	Quadrupel	BrianO	8
St. Bernardus Abt 12	Quadrupel	Joeh	7
St. Bernardus Abt 12	Quadrupel	Kasteelfreak	9
St. Bernardus Abt 12	Quadrupel	skaughty	9
St. Bernardus Abt 12	Quadrupel	TheDean	8
St. Bernardus Abt 12	Quadrupel	Dixen	8
St. Bernardus Abt 12	Quadrupel	invalid	9
St. Bernardus Abt 12	Quadrupel	spoon816	6
St. Bernardus Abt 12	Quadrupel	envane	10
St. Bernardus Abt 12	Quadrupel	presario	8
St. Bernardus Abt 12	Quadrupel	jeffin7	10
St. Bernardus Abt 12	Quadrupel	atpayne	8
St. Bernardus Abt 12	Quadrupel	beermatrix	6
St. Bernardus Abt 12	Quadrupel	HopsOrDie	8
St. Bernardus Abt 12	Quadrupel	MullMan	8
St. Bernardus Abt 12	Quadrupel	fly	10
St. Bernardus Abt 12	Quadrupel	xsketchyx	7
St. Bernardus Abt 12	Quadrupel	guzzler67	10
St. Bernardus Abt 12	Quadrupel	JB84	10
St. Bernardus Abt 12	Quadrupel	richardtempura	9
St. Bernardus Abt 12	Quadrupel	wlajwl	8
St. Bernardus Abt 12	Quadrupel	thb	10
St. Bernardus Abt 12	Quadrupel	Sizzler80	10
St. Bernardus Abt 12	Quadrupel	mutz	7
St. Bernardus Abt 12	Quadrupel	alexsdad06	9
St. Bernardus Abt 12	Quadrupel	brinehart	7
St. Bernardus Abt 12	Quadrupel	dolemike1	8
St. Bernardus Abt 12	Quadrupel	PushEject	9
St. Bernardus Abt 12	Quadrupel	Sigmund	9
St. Bernardus Abt 12	Quadrupel	TorbenH	9
St. Bernardus Abt 12	Quadrupel	ukoolaid	9
St. Bernardus Abt 12	Quadrupel	rgrep	9
St. Bernardus Abt 12	Quadrupel	heemer77	7
St. Bernardus Abt 12	Quadrupel	Gromit	7
St. Bernardus Abt 12	Quadrupel	elnadeau	9
St. Bernardus Abt 12	Quadrupel	Cobra	1
St. Bernardus Abt 12	Quadrupel	sayravai	8
St. Bernardus Abt 12	Quadrupel	SlimJimDrinker	8
St. Bernardus Abt 12	Quadrupel	ClarkVV	7
St. Bernardus Abt 12	Quadrupel	firemedic713	2
St. Bernardus Abt 12	Quadrupel	DragonStout	8
St. Bernardus Abt 12	Quadrupel	ante	8
St. Bernardus Abt 12	Quadrupel	3fourths	8
St. Bernardus Abt 12	Quadrupel	JMerritt	8
St. Bernardus Abt 12	Quadrupel	Eyedrinkale	9
St. Bernardus Abt 12	Quadrupel	pobenohne	8
St. Bernardus Abt 12	Quadrupel	radiomgb	8
St. Bernardus Abt 12	Quadrupel	whaleman	7
St. Bernardus Abt 12	Quadrupel	EdPaulsen	8
St. Bernardus Abt 12	Quadrupel	npdempse	8
St. Bernardus Abt 12	Quadrupel	bluemeow76	8
St. Bernardus Abt 12	Quadrupel	MrRomero	8
St. Bernardus Abt 12	Quadrupel	krisbierjaeger	9
St. Bernardus Abt 12	Quadrupel	PorterPounder	9
St. Bernardus Abt 12	Quadrupel	hotchick	9
St. Bernardus Abt 12	Quadrupel	wunderbier	9
St. Bernardus Abt 12	Quadrupel	mkobes	9
St. Bernardus Abt 12	Quadrupel	foduck	9
St. Bernardus Abt 12	Quadrupel	WISEGUY572	9
St. Bernardus Abt 12	Quadrupel	igneous1	8
St. Bernardus Abt 12	Quadrupel	BeanDip	8
St. Bernardus Abt 12	Quadrupel	MAP	6
St. Bernardus Abt 12	Quadrupel	papajohn	8
St. Bernardus Abt 12	Quadrupel	frylock	7
St. Bernardus Abt 12	Quadrupel	TChrome	8
St. Bernardus Abt 12	Quadrupel	ToadMan	9
St. Bernardus Abt 12	Quadrupel	vze1mhay	9
St. Bernardus Abt 12	Quadrupel	cucuma	10
St. Bernardus Abt 12	Quadrupel	rougeau13	8
St. Bernardus Abt 12	Quadrupel	Hammy78	10
St. Bernardus Abt 12	Quadrupel	Nate	7
St. Bernardus Abt 12	Quadrupel	Aurelius	8
St. Bernardus Abt 12	Quadrupel	larsniclas	8
St. Bernardus Abt 12	Quadrupel	rickgordon	7
St. Bernardus Abt 12	Quadrupel	Steib	7
St. Bernardus Abt 12	Quadrupel	thedm	7
St. Bernardus Abt 12	Quadrupel	matta	8
St. Bernardus Abt 12	Quadrupel	BierBauch	9
St. Bernardus Abt 12	Quadrupel	ericnixon	7
St. Bernardus Abt 12	Quadrupel	Silphium	8
St. Bernardus Abt 12	Quadrupel	drismyhero	8
St. Bernardus Abt 12	Quadrupel	baobubba	8
St. Bernardus Abt 12	Quadrupel	snoot	7
St. Bernardus Abt 12	Quadrupel	SG	7
St. Bernardus Abt 12	Quadrupel	BillKismet	8
St. Bernardus Abt 12	Quadrupel	lunaticharness	9
St. Bernardus Abt 12	Quadrupel	Perkeo	8
St. Bernardus Abt 12	Quadrupel	LiebeBier	8
St. Bernardus Abt 12	Quadrupel	AustinMilbarge	9
St. Bernardus Abt 12	Quadrupel	loweredsixth	9
St. Bernardus Abt 12	Quadrupel	Dalle	9
St. Bernardus Abt 12	Quadrupel	zborgerd	8
St. Bernardus Abt 12	Quadrupel	winterlager	10
St. Bernardus Abt 12	Quadrupel	raymow	8
St. Bernardus Abt 12	Quadrupel	iwantalambic	7
St. Bernardus Abt 12	Quadrupel	Vac	9
St. Bernardus Abt 12	Quadrupel	Wrath	8
St. Bernardus Abt 12	Quadrupel	dberger624	9
St. Bernardus Abt 12	Quadrupel	JorisPPattyn	8
St. Bernardus Abt 12	Quadrupel	hopscotch	9
St. Bernardus Abt 12	Quadrupel	BeaverBrown	9
St. Bernardus Abt 12	Quadrupel	CaptainCougar	7
St. Bernardus Abt 12	Quadrupel	redlem	8
St. Bernardus Abt 12	Quadrupel	muzzlehatch	9
St. Bernardus Abt 12	Quadrupel	microdyke	9
St. Bernardus Abt 12	Quadrupel	Blake	8
St. Bernardus Abt 12	Quadrupel	adrenalin112	9
St. Bernardus Abt 12	Quadrupel	apoptosis	8
St. Bernardus Abt 12	Quadrupel	notalush	10
St. Bernardus Abt 12	Quadrupel	vwsteggie	7
St. Bernardus Abt 12	Quadrupel	bigabe	9
St. Bernardus Abt 12	Quadrupel	mattphilips	9
St. Bernardus Abt 12	Quadrupel	BillZav	7
St. Bernardus Abt 12	Quadrupel	marijnrutten	9
St. Bernardus Abt 12	Quadrupel	kujo9	8
St. Bernardus Abt 12	Quadrupel	Uglyradio	8
St. Bernardus Abt 12	Quadrupel	aracauna	8
St. Bernardus Abt 12	Quadrupel	k2	8
St. Bernardus Abt 12	Quadrupel	TheBeerGod	8
St. Bernardus Abt 12	Quadrupel	Gunshy	7
St. Bernardus Abt 12	Quadrupel	madsberg	9
St. Bernardus Abt 12	Quadrupel	JCW	7
St. Bernardus Abt 12	Quadrupel	GermanBrews76	9
St. Bernardus Abt 12	Quadrupel	obxdude10	10
St. Bernardus Abt 12	Quadrupel	domtom	8
St. Bernardus Abt 12	Quadrupel	Zach Diesel	10
St. Bernardus Abt 12	Quadrupel	jskendzel	8
St. Bernardus Abt 12	Quadrupel	skortila	8
St. Bernardus Abt 12	Quadrupel	Prostman	8
St. Bernardus Abt 12	Quadrupel	caesar	6
