beer_name	Untappd_rating	Untappd_ibu	production_status
Hests Pintje	3.084	27.0	Available
Terra Pils	3.276	N/A	No longer in production
Nacht Van De Geit Reserva	4.303	N/A	Available
A North American Raga	4.189	N/A	Available
A North American Raga Reserva	4.257	N/A	Available
Proceeds The Gentian	4.116	N/A	No longer in production
Proceeds the Gentian - Tarocco	4.116	N/A	Available
Artemisia Absinthium - Cedrato	4.043	N/A	Available
Artemisia Absinthium - Tarocco	4.173	N/A	Available
Gorsem	N/A	N/A	No longer in production
Gorsem / Framboos	4.345	N/A	No longer in production
Gorsem / Pinot Noir	4.419	N/A	Available
In Christ There Is No East Or West	4.219	N/A	No longer in production
Khidr and the Fountain	4.116	N/A	Available
L'Ambigu - Alsace	4.243	N/A	No longer in production
L'Ambigu - Amber	4.324	N/A	Available
L'Ambigu - Cabernet Chinato	4.218	N/A	Available
L'Ambigu - Gemischter Satz	4.277	N/A	Available
L'Ambigu - Lazarijberg	4.232	N/A	Available
L'Ambigu - Orange	4.274	N/A	No longer in production
L'Ambigu - Regent	4.247	N/A	No longer in production
L'Ambigu - Riesling / Appel / Kweepeer	4.247	N/A	Available
L'Ambigu - Sauvignac	4.298	N/A	No longer in production
L'Illuminé - Braam / Framboos	4.304	N/A	No longer in production
L'Illuminé - Cassis	4.266	N/A	No longer in production
L'illuminé - Gorsemkriek	4.418	N/A	No longer in production
L'Illuminé - Kriek, Framboos	4.419	N/A	No longer in production
L'Illuminé - Perzik, Nectarine	4.242	N/A	No longer in production
L'Illuminé - Pruim	4.33	N/A	No longer in production
L'Illuminé - Yggdrasil	4.407	N/A	No longer in production
L'Obscur - Abrikoos	4.198	N/A	No longer in production
L'Obscur - Amaro	3.939	N/A	No longer in production
L'Obscur - Amarone Barrel	N/A	N/A	N/A
L'Obscur - Kriek	3.784	N/A	No longer in production
L'Obscur - Perzik	4.138	N/A	No longer in production
L'Obscur - Tarocco / Bloedappelsien	3.974	N/A	No longer in production
Myrica Gale	3.578	N/A	No longer in production
Ongedorst	4.069	N/A	No longer in production
Vernal Wood	4.219	N/A	No longer in production
Waitin' on a Sunny Day	4.291	N/A	Available
Winterhout	4.298	N/A	Available
Anti-Doute ‘G’	4.482	N/A	Available
Anti-Doute 'PN'	4.44	N/A	Available
The Lamb Ran Away With The Crown	4.371	N/A	No longer in production
L'Illuminé - Framboos, Taybes	4.261	N/A	Available
Naked In the Afternoon	4.159	N/A	Available
Polygoon	3.241	N/A	Available
349 Belgian Squadron Tripel	3.488	26.0	No longer in production
Nieuw Marcelleke	N/A	N/A	N/A
Oude Caert 6.6	3.632	26.0	No longer in production
StockmanS	N/A	N/A	No longer in production
Tripel Barrel Aged - Peated Whisky	3.619	38.0	No longer in production
Tripel Barrel Aged - Rye Whiskey	3.742	26.0	No longer in production
Flurkoise	2.897	13.0	Available
Betsy Kriek	3.472	N/A	Available
Betsy Quadrupel	3.739	18.0	Available
Betsy Pils	3.254	N/A	Available
Watson	3.514	N/A	Available
Zwet Schoap	N/A	35.0	No longer in production
Rostune Amber Op Whisky Vat	3.723	30.0	Available
Linde Kriek Whisky Barrel-aged	3.662	N/A	Available
Joker Summer Sour	3.386	10.0	Available
La Gourmandine Pommes Cassis	3.188	18.0	Available
La Sauvage	3.504	N/A	No longer in production
Robiano Amarone	3.702	20.0	Available
Robiano Rum Barrel Aged	3.47	20.0	Available
Robiaantje (Borsbeeks Blond Bier)	3.09	N/A	Available
All Together	4.064	N/A	No longer in production
Beer Lambert	3.644	N/A	Available
Beerapapa La Cousine	3.042	N/A	Available
Beerapapa Summer Edition	3.423	N/A	Available
Bivouwag Pils	N/A	N/A	N/A
Colinette	N/A	N/A	No longer in production
Fée Sportive	N/A	N/A	N/A
Holy Dexys	N/A	N/A	N/A
Horizons	3.756	N/A	Available
Insolite Saison Fresh Hop	3.406	20.0	Available
Joker Essenti' Ale	3.191	N/A	Available
Joker Lavender and Orange Peel	3.341	20.0	No longer in production
La Aischoise	N/A	30.0	N/A
La Nayenmontaise	N/A	N/A	N/A
LubiBine	3.521	22.0	Available
Rio Brett	3.848	20.0	Available
Thor Barrel Aged	3.964	N/A	No longer in production
Thortuga	3.577	20.0	Available
13 Black Lager	3.146	55.0	Available
Jonas Met Een Zinnetje Eronder	3.471	N/A	Available
Kees Er Zit Een Banaan In Je Oor	3.326	N/A	Available
Honingbes	4.219	N/A	No longer in production
Adelheid Oaked Calvados Barley Wine	3.696	46.0	Available
Egwin Hoppy Pale Ale	3.527	47.0	Available
Asaph Coffee IPA	3.46	50.0	Available
Rufinus	3.763	35.0	Available
Agapitus Gose	3.518	10.0	Available
Charalampus	3.553	28.0	Available
Elisabeth Passionfruit	3.417	20.0	Available
Hilarius Imperial Maple Syrup Stout	3.66	27.0	Available
Stephana Kriek Saison	3.239	27.0	Available
Rye's Krispy	3.519	70.0	Available
Bobbi Gueuze	3.587	N/A	Available
Barrel Proef	3.927	N/A	Available
Weapon of Choice	4.122	N/A	No longer in production
Cascarapils	3.015	N/A	Available
Emmer	3.051	N/A	No longer in production
Hip Hop Hooray	3.278	19.0	No longer in production
Aboe Simpel	3.223	N/A	Available
Bakker Aldo’s Broodbier	3.23	20.0	Available
Boerenblondje	3.45	N/A	Available
Fig	3.6	N/A	Available
Kanker De Boom In	3.457	N/A	Available
Karrot	3.488	35.0	No longer in production
Merci	3.706	5.0	Available
Pen Felipe	N/A	N/A	N/A
Rye Me A River	3.992	N/A	No longer in production
Theo	3.615	N/A	Available
Thirst Cutter	3.55	N/A	Available
To Brett Or Niet To Brett	3.511	40.0	Available
Total Loss	3.497	82.0	No longer in production
Troebel In Paradise	3.354	5.0	Available
Weiss Weiss Baby Barrel Aged	3.625	N/A	Available
Zapt	N/A	N/A	N/A
Arden’44	3.446	N/A	No longer in production
La Chatte Noire	3.544	N/A	Available
Antre Potes	3.635	N/A	Available
Antre Potes Blanche	N/A	N/A	N/A
Behydro	N/A	N/A	N/A
Concha	3.857	N/A	No longer in production
Gengoux	3.483	N/A	Available
Hydroville	N/A	N/A	N/A
La Chatte Blanche	3.31	N/A	Available
La Forêt Noire Ô'poil	3.99	N/A	Available
La Jijiquette	3.371	N/A	Available
La Mochette Royale	N/A	N/A	N/A
Merco	N/A	N/A	No longer in production
Mus	3.575	55.0	No longer in production
Nectar d'été ô'poil	3.734	N/A	Available
Trail Du Jambon	N/A	N/A	N/A
Passeur	3.486	N/A	Available
Passeur Wit	3.4	12.0	Available
Oordegemse Bok	3.43	N/A	Available
Hagevenner	3.354	N/A	Available
Black Trident	3.735	45.0	No longer in production
Abbaye d'Aulne Rouge	3.61	N/A	Available
Winter Beer	3.642	5.0	No longer in production
Chérie Bière Blanche à la Grenade	3.122	N/A	Available
Chérie Bière Blanche à la Pêche	3.164	N/A	Available
Chérie Bière Blanche au Fruit de la Passion	3.157	N/A	Available
Chérie Bière Blanche Mediterranean Fruit Festival	3.128	N/A	Available
La Sambrée	3.262	N/A	No longer in production
Summer Beer	3.43	30.0	Available
Abadia Tostada	3.125	14.0	Available
Hands of Desire - Imperial Stout Vanilla, Cacao	3.742	N/A	Available
La Bief Blonde	3.243	N/A	Available
La Bief Brune	3.546	N/A	Available
La Bief Rouge	3	N/A	Available
La Sambrée IPA	3.726	80.0	Available
Merlette Bière Blanche à la Cerise	3.281	N/A	Available
Merlette Bière Blanche à la Framboise	N/A	N/A	N/A
Merlette Bière Blanche à la Grenade	N/A	N/A	N/A
Merlette Bière Blanche à la Peche	N/A	N/A	N/A
La Sambrée Blanche	3.281	N/A	Available
La Sambrée Winter Beer	N/A	N/A	N/A
De Vuurtoren	3.533	N/A	Available
Ferdinand Speciale	N/A	N/A	N/A
Nen Eland	N/A	35.0	No longer in production
Pieterske	3.595	N/A	Available
Boom	3.605	50.0	Available
Austral Sky	3.614	30.0	Available
Borealis	4.277	N/A	Available
Fluid Theory	3.917	35.0	Available
25 Jaar Cuytegem	3.87	N/A	Available
Opstalse Tripel	3.519	N/A	Available
Rebarber Goose	3.595	25.0	Available
Bostroëneir	3.782	N/A	Available
Artibis Kerst Triple	N/A	N/A	N/A
Gangulf	3.261	N/A	Available
I Am Cure	3.315	N/A	Available
Triple-0-seven Bourbon Cherrywood	3.61	41.0	Available
Triple-0-seven Bourbon Oak Aged	3.554	N/A	No longer in production
't Kriebeltje	N/A	41.0	No longer in production
Apollonia	3.784	N/A	No longer in production
Burping Golden Export	N/A	N/A	N/A
Cheers To the Ladies	3.438	N/A	Available
De Poort	3.59	N/A	Available
Duivels Blond	N/A	35.0	No longer in production
Duivels Prinsenbier	N/A	N/A	N/A
El Presidente	3.012	N/A	No longer in production
Et Alors	N/A	N/A	N/A
Gulle Gust	N/A	N/A	N/A
Hoplanderke	N/A	N/A	N/A
Icaruske	3.568	21.0	Available
Kruisem Tripel	2.484	16.0	Available
La Serveza Negra	3.525	30.0	Available
Lekkerkoeken Bier	N/A	N/A	N/A
Loco	3.29	N/A	No longer in production
Monasterium Quadrupel	N/A	N/A	N/A
Olivier's Het Vijfde Seizoen	3.201	40.0	Available
Olivier's Tripel	3.501	41.0	Available
One Night In Temse	N/A	N/A	N/A
Quadrum 12 Porto Chipotle Infused Médoc Barrel Aged	3.159	46.0	Available
Procureur	N/A	N/A	N/A
Pumpkale	N/A	N/A	N/A
Quadruple 35	N/A	N/A	No longer in production
Rafke De Keeper	2.815	N/A	Available
Robur	3.614	N/A	Available
Slapkèrel	3.737	N/A	Available
Straffe Arsene	N/A	46.0	N/A
Triple 35	3.945	N/A	No longer in production
Saison 35	3.142	35.0	No longer in production
Triple-0-seven Calvados Oaked	3.546	25.0	Available
Wietbier	2.96	N/A	Available
Zwaenebier	3.512	N/A	Available
Zythos Bierfestival Medewerkersbier 2023	3.286	N/A	Available
'n Amuze	N/A	N/A	N/A
't Podiaantje	N/A	N/A	N/A
Lazy Panda	3.263	17.0	No longer in production
Koejake Mango IPA	3.423	68.0	Available
Babbelaartje Whisky Infused Edition	N/A	N/A	N/A
Baptist	3.141	N/A	Available
Boka Bruin	3.364	N/A	Available
Boka Pils	3.4	N/A	No longer in production
Bryggja Quadrupel	N/A	26.0	N/A
Cheers For Beers	3.397	16.0	Available
Clauwmeister	N/A	20.0	N/A
Coconut Cabrakan	3.538	N/A	Available
Damme Sterk Zien	N/A	N/A	N/A
"Dartelaar ""Scouts Don Bosco"""	N/A	N/A	N/A
Den Bassist	3.462	N/A	Available
Drunk In Love	3.748	N/A	Available
Fredje	3.447	N/A	No longer in production
Frietzakske	N/A	N/A	N/A
Wolkenwachter / Gardien Des Nuages	N/A	N/A	N/A
Godeliph	N/A	N/A	N/A
Golden Popo	3.75	N/A	No longer in production
Hermanus	3.417	N/A	Available
Herontdek De Kwaliteit	3.45	N/A	Available
Holebier	3.496	N/A	Available
WBF's Waregemse Winter Warmer (2017)	N/A	N/A	N/A
"Joeper ""Scouts Don Bosco"""	N/A	N/A	N/A
Josip	3.543	N/A	Available
Jules	3.62	55.0	No longer in production
Llevenslijntjes Donker	N/A	N/A	N/A
Matthys	N/A	N/A	N/A
Nootgeval	3.16	N/A	No longer in production
Saison Sint Martinus Schelderode	3.433	25.0	Available
Sterrenkusje	3.271	N/A	Available
Thibo	3.208	N/A	No longer in production
Trudootje	N/A	N/A	N/A
Volle Maan	3.335	28.0	Available
Waldorph Whisky Infused	3.577	N/A	Available
Wolkentripel	3.455	N/A	Available
Boer Willem Bruin	3.325	N/A	Available
Boer Willem Tripel	3.526	N/A	Available
Fumé Experiment	3.202	N/A	No longer in production
Black Master BA Tobermory Whisky	4.05	N/A	Available
Beirke Session IPA - Tequila BA	3.218	N/A	Available
Rum Is the Thing That Will Set Us Free	4.187	50.0	Available
Zwoantje Tripel	3.586	N/A	Available
Zwoantje Saison	3.443	28.0	Available
Cuvée 't Zwoantje	3.283	24.0	Available
Zwoantje Pils	3.289	N/A	Available
De Meester NEIPA	3.773	36.0	Available
Old School Blonde Barleywine	3.952	N/A	Available
Saison Dry Hopped	3.551	28.0	No longer in production
Winter Master	3.777	55.0	No longer in production
Maître Brut BA Chardonnay	N/A	N/A	N/A
WBF's Waregemse Winter Warmer (2019)	N/A	N/A	N/A
WBF's Waregemse Winter Warmer (2016)	N/A	N/A	N/A
WBF's Jubileumbier WBF 10	N/A	N/A	N/A
Mok Master - Whiskey Barrel Aged	N/A	N/A	N/A
Baliebier 747	3.875	N/A	Available
Cuvée Wonderbos	N/A	N/A	N/A
Dauweman	3.493	N/A	Available
HVB	4.319	N/A	Available
KA-dee Blond	N/A	20.0	N/A
Krooniek	N/A	N/A	N/A
Maître Quad - Red Wine Barrel Aged	4	N/A	Available
Meester Kriek Brut	3.2	N/A	Available
Provence	3.843	N/A	No longer in production
Tack'ard	3.78	N/A	No longer in production
Tack'livet	4	N/A	Available
Tack'more	3.882	N/A	Available
Tack'nich	3.646	N/A	Available
Walkure	3.137	N/A	Available
Bierbeek Bruin	3.256	N/A	Available
Bierbeek Saison	3.365	N/A	Available
Bierbeek Tripel	3.522	N/A	Available
Sixty-six Bierbeek	N/A	N/A	N/A
Wit	3.583	15.0	No longer in production
Hoorncraft IPA	3.563	75.0	Available
Hoorncraft Quadrupel	3.505	N/A	Available
Hoorncraft Tripel	3.549	29.0	Available
SAB Vanilla Edition	3.799	55.0	Available
BT CSIpa	3.414	59.0	Available
BT Lumunus	3.536	37.0	Available
Hasalud	3.208	20.0	Available
BT Pitch Black	3.629	N/A	Available
Bospoeper - Hemels Blond	3.499	32.0	Available
BADF Prijsbeest	3.602	78.0	No longer in production
Broeder Louis Tripel	N/A	N/A	N/A
BT Brouwland 50 Jaar	3.438	N/A	No longer in production
BT Dubbel	3.352	42.0	Available
BT Low Alcohol IPA	3.351	6.0	Available
BT Ludo	3.334	54.0	No longer in production
BT Raspberry Saison	3.362	28.0	Available
BT Sour	3.484	N/A	Available
BT Tripel van Hoenger en Dos	3.477	36.0	No longer in production
BT Weizen	3.23	14.0	Available
Clevis Barley Wine	N/A	44.0	N/A
Den Visscher	3.389	N/A	No longer in production
Grasmonkey	N/A	37.0	No longer in production
BT Idaho Smash	3.49	61.0	Available
Landbrouwer	N/A	33.0	N/A
Ne Maximizer	N/A	22.0	N/A
BT Royal Blond	3.399	26.0	Available
Stamgasten	N/A	N/A	No longer in production
Houtlands Weizen	3.185	6.0	Available
Houtlandse Gouden Tripel	3.438	N/A	Available
Houtlandse Stout	3.487	31.0	Available
Antoinette Blond	N/A	N/A	N/A
Bier Zonder Naam	3.76	N/A	No longer in production
Special Belge	3.723	33.0	No longer in production
Kellyverbierke	4.825	N/A	Available
Boem!	N/A	N/A	No longer in production
Herbergiers	N/A	N/A	N/A
Klet!	4.135	N/A	Available
Tsjing!	3.35	N/A	Available
Brasserie De La Taupe Brewer's Desire	3.708	20.0	Available
Delhaize Framboise Lambic	N/A	N/A	No longer in production
Geneviève de Brabant Printemps	N/A	N/A	N/A
Geneviève de Brabant Saison Winter	3.143	30.0	Available
Geneviève De Brabant Spéciale	3.37	N/A	Available
Mariage Insolite	3.964	N/A	Available
Limburgse Schone Donker	3.32	18.0	Available
Timmermans Kriek Black Pepper	3.537	N/A	Available
Timmermans Lambic Bourbon Barrel Aged	3.842	N/A	Available
Timmermans Lambic Pinot Gris	3.586	N/A	Available
Timmermans Lambik Pinot Gris of Bourbon Barrel Aged	3.842	N/A	Available
Timmermans Oude Lambiek	4.035	N/A	No longer in production
Timmermans Pêche Cardamome Lambicus	3.529	N/A	Available
Timmermans Blanche-Wit	N/A	N/A	N/A
Abbe Mousse Papam	N/A	N/A	N/A
Apple of Eden	N/A	10.0	N/A
Blond, James Blond	3.402	N/A	Available
Brussels Fruit Beer - Wild Fruits	2.841	N/A	Available
Brussels Summer Fruits	2.768	N/A	Available
Cherry Beer	3.565	18.0	No longer in production
Diabolici Blond of Hell	3.544	28.0	Available
Diabolici Fruits of Hell	3.116	N/A	Available
Douglas Celtic Blond	2.934	N/A	Available
Douglas Scotch Ale	3.423	N/A	Available
Douglas Strong Lager	2.833	N/A	Available
Douglas Xmas Ale	N/A	N/A	N/A
Gordon Finest Carbon	2.205	N/A	Available
Gordon Finest Scotch X-mas	3.407	38.0	Available
Gordon Finest Titanium	2.425	N/A	Available
Gordon Halloween	3.38	N/A	Available
Gordon Highland Scotch Ale	3.39	35.0	No longer in production
Gordon Oak Aged Blond	3.62	N/A	Available
Gordon Scotch 1999	3.396	N/A	No longer in production
Gordon Xotic Rum Xplosion	1.762	N/A	Available
Gordon Xplosion Honey Whisky	2.509	N/A	Available
Gordon Xplosion Peach	2.066	N/A	Available
Gordon Xplosion Revolución	2.599	18.0	Available
Timmermans Gueuze Cuvée Tradition	N/A	N/A	No longer in production
Kasper	3.264	30.0	Available
King Philippe	N/A	N/A	N/A
Lola '69	N/A	N/A	N/A
Maïre	3.612	50.0	No longer in production
Martin's 100 Years	3.931	N/A	Available
Martin's IPA Triple Hop Flower	3.421	N/A	Available
Martin's Pale Ale Special Edition	3.263	N/A	Available
Martin's White IPA	3.408	N/A	Available
Martin’s Neipa	3.239	N/A	Available
Mc Douglas Celtic Strong Lager	2.833	N/A	Available
Mc Douglas Christmas	3.51	N/A	Available
Martin's Real Ale	3.429	90.0	Available
Revolucion Cubana	N/A	N/A	N/A
Revolucion Mexicana	N/A	N/A	N/A
Revolucion Russia	N/A	N/A	N/A
Rouge De Brabant	3.839	N/A	Available
Timmermans Lambic Merlot	3.585	12.0	Available
Timmermans Passion and Mint Lambicus	3.628	N/A	Available
Timmermans Lambicus Strawberry Thyme	3.544	N/A	Available
December's Foggy Freeze	3.467	40.0	Available
Milk Stout Pedro Ximenez Barrel Aged	3.522	24.0	Available
Paint It Black Bourbon	3.56	N/A	Available
Porterville	3.404	52.0	Available
Tripel Rhum Barrel Aged	3.289	35.0	Available
Zwet en Zuur	3.487	N/A	Available
American Barley Wine Cryo Amarillo & Cryo Sabro	3.797	N/A	Available
American Barley Wine Sultana & Citra	3.698	89.0	Available
Azijnpisser	3.374	N/A	Available
Big Boys Dont Cryo	3.675	N/A	Available
Blond Dryhopped	3.651	30.0	No longer in production
Bob Barley	3.859	65.0	No longer in production
Milk Stout Buffalo Trace Bourbon Barrel Aged	3.729	24.0	Available
Paint It Black FR Brandy	3.522	N/A	Available
Paint It Black Imperial Milk Stout	3.479	60.0	Available
Paint It Black Triple Sec	3.573	N/A	Available
West Coast IPA El Dorado Simcoe Mosaic	3.601	N/A	Available
Kers Framboos Braambes	3.721	N/A	Available
Leo's Peat	3.78	N/A	Available
Merret 2022	3.241	N/A	No longer in production
Merret 2022 Cryo Pop	3.888	30.0	Available
My Favourite Flavor, Cherry	3.407	N/A	Available
Nen Held	N/A	N/A	N/A
Paint It Black BA Red Wine	3.57	N/A	Available
Pug IPA 2023	3.713	N/A	Available
Saison Artemisia	2.51	36.0	Available
Sour Grape Ale	3.718	N/A	Available
Three Little Free Birds	3.508	N/A	Available
Tuin ‘21	N/A	N/A	N/A
Vinifera Brux	3.64	N/A	Available
White IPA	3.626	70.0	No longer in production
Wild Apple Bruin	3.831	N/A	Available
Wild Saison	3.76	N/A	Available
Wild Thing	3.519	7.0	No longer in production
Zure Bob	3.529	30.0	Available
Zuur Moef 2023	3.74	N/A	Available
Lizzie	4.012	N/A	Available
Ou 3 Ambrées	3.725	N/A	Available
Abricot de Foudre	3.904	N/A	Available
Aloha	4.032	60.0	Available
Animal Farmhouse	4.141	N/A	No longer in production
Ye Olde Trip To Harzé	3.802	N/A	Available
Candy Shop	4.356	N/A	Available
Helter Skelter	4.336	N/A	Available
Hopduction	3.874	N/A	No longer in production
La Faux Barrel Edition	4.199	N/A	Available
Lorely	3.62	N/A	Available
Märzen	3.669	20.0	Available
Paradis	3.138	N/A	No longer in production
Princes de la Ville	3.972	N/A	Available
Saison Rhubarbe	3.536	N/A	No longer in production
Sale Gose	3.689	N/A	Available
Arezzo	4.029	N/A	Available
Bière De Foudre	3.925	N/A	No longer in production
Citra IPA	3.81	65.0	No longer in production
Craft Twerk	3.971	N/A	Available
Doom IPA	4.013	100.0	Available
Eclipse	4.203	75.0	Available
Foudre des Bois	3.829	N/A	Available
Griotte	3.627	N/A	No longer in production
Grisette du Manoir	3.58	N/A	Available
Hæðen	3.93	N/A	No longer in production
John Porter	3.786	60.0	No longer in production
Kryptonite	3.885	N/A	No longer in production
La Facture d'Electricité	3.914	N/A	Available
Lord Nelson	3.625	29.0	No longer in production
Maria Grodziskie	3.521	N/A	Available
Mirabelle de Foudre	4.08	N/A	Available
Mogador	3.881	N/A	No longer in production
Mole Chipotle	3.611	N/A	No longer in production
Pandore	3.354	20.0	Available
Saison de Seigle Rhubarbe & Pomme	3.763	N/A	Available
Saison Noire	3.838	N/A	No longer in production
Snowball	3.629	N/A	No longer in production
Station Liege	3.798	N/A	Available
Turbo IPA	3.718	74.0	No longer in production
Ultra Neipa	4.261	N/A	Available
Brassin Du Million	4.021	N/A	Available
Double Ambrée	3.466	22.0	Available
Magnum Rubor Scintillans	3.376	N/A	Available
(Stout Rullquin)²	3.999	N/A	No longer in production
Cassis Rullquin	3.928	N/A	Available
Fruit Extravaganza 21|22 - Cassis	3.95	N/A	Available
Fruit Extravaganza 21|22 - Coing	4.047	N/A	Available
Cuvée du Familier - Quetsche-Mûre	4.004	N/A	No longer in production
Fruit Extravaganza 21|22 - Framboise	3.971	N/A	Available
Fruit Extravaganza 21|22 - Groseille à Maquereau	4.052	N/A	Available
Fruit Extravaganza 21|22 - Groseille Blanche	4.041	N/A	Available
Fruit Extravaganza 21|22 - Myrtille Sauvage	3.957	N/A	Available
Fruit Extravaganza 21|22 - Pêche	4.111	N/A	Available
Fruit Extravaganza 21|22 - Poire	4.062	N/A	Available
Fruit Extravaganza 21|22 - Pomme	3.972	N/A	Available
Fruit Extravaganza 21|22 - Sureau	3.974	N/A	Available
Meerts Tilquin à la Mirabelle	3.979	N/A	Available
Meerts Tilquin au Cassis	4.028	N/A	Available
Meerts Tilquin au Gewurztraminer	4.041	N/A	Available
Meerts Tilquin au Pinot Gris	4.013	N/A	Available
Meerts Tilquin au Pinot Meunier	3.999	N/A	Available
Meerts Tilquin au Pinot Noir	4.02	N/A	Available
Meerts Tilquin au Riesling	4.036	N/A	Available
Meerts Tilquin aux Baies de Sureau	3.945	N/A	Available
Meerts Tilquin aux Fruits des Bois	3.975	N/A	Available
Mûre Tilquin – Draft Version	3.998	N/A	No longer in production
Oude (Gueuze)² à l'Ancienne	4.371	N/A	No longer in production
Oude Airelle Sauvage à l'Ancienne	4.152	N/A	Available
Oude Gewurzt à l'Ancienne	4.225	14.0	Available
Oude Gueuze à l'Ancienne - Cuvée du 10ème Anniversaire	4.445	N/A	Available
Oude Gueuze à l'Ancienne - Cuvée Jean-Paul	4.209	N/A	Available
Oude Gueuze à l'Ancienne - Cuvée Marie-Cathérine Series Seizoensgebonden	N/A	N/A	N/A
Oude Gueuze à l'Ancienne - Cuvée Paul	4.209	N/A	Available
Oude Gueuze à l'Ancienne - Lambics Vieillis en Fûts de Cognac	4.333	N/A	Available
Oude Mirabelle à l'Ancienne	4.208	N/A	Available
Oude Pêche Jaune Tilquin à l'Ancienne	4.149	N/A	Available
Oude Pinot Meunier à l'Ancienne	4.157	N/A	Available
Oude Reinette Etoilée à l'Ancienne	3.994	N/A	Available
Oude Syrah à l'Ancienne	4.168	N/A	Available
Meerts Tilquin à l'Airelle Sauvage	4.013	N/A	Available
Meerts Tilquin à la Roussanne	4.006	N/A	Available
Meerts Tilquin à la Syrah	4.028	N/A	Available
Oude Quetsche à l'Ancienne avec Prunes de Alsace	4.164	N/A	No longer in production
Tilquinananas	4.119	N/A	Available
Paon du jour	3.846	N/A	Available
Berros	3.148	N/A	Available
Straffe Piet	3.326	N/A	Available
Motard	3.342	N/A	Available
Qoedoeble	3.315	N/A	Available
Stoute Pietou	3.363	N/A	Available
Virginie	3.423	N/A	No longer in production
Witte Pietou	N/A	N/A	N/A
Vals Paterke Winter	3.495	27.0	Available
Witte Piet	3.131	N/A	No longer in production
'n Opendoender	3.605	N/A	Available
Buysse Sport	2.508	N/A	Available
Canaar Hops	3.536	N/A	Available
Deventer Witbier	3.132	N/A	Available
Deventer Zwaar Blond	3.524	N/A	Available
Een Maatje	N/A	N/A	N/A
Ex Brunette	3.295	N/A	Available
Faked Female Orgasm	N/A	N/A	N/A
Hertje	3.229	6.0	No longer in production
Icomet	3.614	N/A	No longer in production
Johan Abesim LX	N/A	N/A	N/A
Making Every Drop Count Donker	N/A	N/A	N/A
Making Every Drop Count Blond	N/A	N/A	N/A
Moalnse	N/A	N/A	N/A
Proferro	3.456	N/A	Available
Profound	4.029	N/A	Available
Scouts Savio Tripel	4.477	N/A	Available
Serafien Blond	N/A	N/A	N/A
Sossen	N/A	N/A	N/A
Tack'clyn	N/A	25.0	N/A
Tripel Piet	4.316	N/A	Available
Vanhecke	3.375	N/A	Available
Gembloux Triple Scotch	3.397	N/A	Available
Brouette Pils	3.197	N/A	Available
Atomic Black Cherry	4.17	22.0	Available
Atomic Rasperry	3.461	N/A	Available
Blanche Cerise Noire Et Myrtille	N/A	N/A	N/A
Blanche Vière Pinot	N/A	N/A	N/A
Brune Vanille	N/A	N/A	N/A
Francine	4.054	N/A	No longer in production
Françoise	3.744	N/A	No longer in production
Henriette	3.779	N/A	No longer in production
Jungle IPA	3.544	N/A	No longer in production
Louise	3.687	69.0	No longer in production
Mandaille	3.362	N/A	Available
Satourne	3.265	25.0	Available
Smash	3.607	46.0	No longer in production
Stout Cerises Noires	3.55	N/A	No longer in production
Tête Blanche	3.266	N/A	No longer in production
Triple de la Gadale	3.136	N/A	Available
Vière	N/A	N/A	N/A
Class A City	3.809	35.0	No longer in production
Hail To the King	3.12	N/A	Available
Southeast Sessions	3.894	23.0	No longer in production
Town Sessions	3.222	N/A	No longer in production
Urban Haze	3.724	35.0	No longer in production
Way Beyond	4.082	N/A	No longer in production
Bokrijkse Tripel	3.017	N/A	Available
Broeder Nest	3.2	33.0	Available
Hèggestoeterke	N/A	N/A	N/A
Mons Blanc	3.045	18.0	Available
Mons Brut	3.294	18.0	No longer in production
Mons Charbon	3.498	18.0	No longer in production
La Lumni	N/A	40.0	N/A
Mons L’Amer	3.167	30.0	Available
La Tartine	3.286	N/A	Available
Marguerite	3.314	N/A	No longer in production
Saison de Ferme	3.727	N/A	Available
Triple Fourche	3.395	35.0	Available
Friskette	2.786	N/A	No longer in production
Mascafia American Pale Ale	3.701	42.0	No longer in production
Aube	3.401	35.0	Available
Back Home	3.688	45.0	No longer in production
Nuagerie	3.797	18.0	Available
Paradoxe	3.97	N/A	Available
Fiere Margarita	3.563	N/A	Available
Orangette	3.491	N/A	No longer in production
Bread & Brett	3.551	18.0	Available
Fräulein Barbara	3.412	7.0	Available
Gesneden Brood	3.614	15.0	Available
Lichtmast - Saison 2023	3.279	25.0	Available
Lichtmast - Saison 2022	3.266	N/A	No longer in production
Placcaggio Sporco	N/A	N/A	N/A
Regista	3.35	27.0	Available
Voalen Tackel	3.521	31.0	Available
Voalen Tackel Langs Achter	3.687	N/A	Available
Lu Rnåd	3.244	N/A	Available
Halsbergh 6.5%	3.426	N/A	Available
Halsbergh 8.5%	3.569	N/A	Available
Bloedappelsien Geuze	4.098	N/A	Available
Islay Whisky Geuze II	4.082	N/A	Available
Lavendel Geuze	4.175	N/A	Available
Highland Whisky Geuze	3.963	N/A	Available
Boskoop Glory Geuze	4.062	N/A	Available
Pruimen Geuze	4.296	N/A	No longer in production
Basilicum Geuze	4.238	N/A	Available
Steranjis Geuze	4.189	N/A	Available
Vlierbloesem Geuze	4.186	N/A	Available
Thais Lemongras Geuze	4.222	N/A	Available
Islay Whisky Geuze	4.082	N/A	No longer in production
Tasting Muscatel-Geuze	N/A	N/A	N/A
